,PC1,PC2,PC3,PC4,PC5
18. Migration::c2,-0.038476827545247186,-0.03391236391060432,-0.06355143423169365,0.08046319002039012,0.04609548532220024
18. Migration::c3,0.020232649853846766,-0.08842777709237394,0.060291445366827186,-0.06574106243814853,0.0770128898106633
18. Migration::c4,-0.04182639510717181,-0.005035441300532852,-0.05442305201447508,0.07989411584858817,-0.015677649132724535
18. Migration::c5,-0.04416380115702858,-0.001044472780800808,-0.052585566558971876,0.07610674716314975,-0.016492508111782548
18. Migration::c6,-0.045306744659898014,-0.03364517071151562,0.02477191181394566,0.012591688923463802,-0.07982944498323048
18. Migration::c7,-0.05769488653039022,-0.014593932711774263,-0.037491862696712605,0.08920904899239333,-0.04665497612419678
18. Migration::c8,-0.053595538083934496,-0.09379717495995316,0.043438278999031237,0.09376413847539507,-0.00762576400173936
18. Migration::c9,-0.05200396091507991,-0.08991127951168451,0.04560314531437682,0.09097283672575562,-0.005853450314154878
18. Migration::c10,-0.0415160526165195,-0.11051470098609642,-0.023818094476268464,0.10893993365073623,0.05536109462666114
18. Migration::c11,-0.043195003909624226,-0.10935343430240163,-0.02325491109697295,0.10322135867956393,0.05971563578268408
18. Migration::c12,-0.052574238877221055,-0.07338843954312936,-0.03663876215697123,0.008684010714329997,0.00903215823545227
18. Migration::c13,0.05257423887721977,0.07338843954313191,0.03663876215697412,-0.008684010714340577,-0.009032158235445986
18. Migration::c14,-0.043854511669178586,-0.06121391809406084,-0.048028788876552535,0.08760708617286107,0.07011329862510508
18. Migration::c15,-0.0438318960092105,-0.05731877157121062,-0.048283056549946274,0.0815150476812649,0.07121273246255164
18. Migration::c16,-0.053003374601064135,-0.07528773956516632,-0.008501870271890088,0.07300527828153323,0.00827858114018869
18. Migration::c17,0.05300337460106412,0.07528773956516632,0.008501870271890123,-0.07300527828153328,-0.008278581140188609
19. Economic Indic::c2,0.07418938391261796,0.05117465561067355,0.07460385066593643,-0.0401299167879481,-0.005815327230182438
19. Economic Indic::c4,0.040931136268179985,0.01724935296824944,0.09587635933720422,-0.021221118108051516,-0.10222134247925563
19. Economic Indic::c6,0.08023714259089082,0.037426906286964365,0.04852235370193638,0.04775439960119023,-0.023674838043660655
19. Economic Indic::c8,0.05562804548026884,0.05352918295145317,0.04378983918438386,0.021154368874869583,-0.0761563292744077
19. Economic Indic::c10,0.06406191405104524,0.0012188077759009673,0.0590674398205133,0.009202215342813722,0.007362099465359545
19. Economic Indic::c12,0.0723780603258365,0.022185498891523624,0.036167651633119004,0.04854681519636535,0.008509648615636965
19. Economic Indic::c14,0.013801974397051789,0.0379592979438879,-0.014274667839072979,0.013774966024007086,-0.0718947388310795
19. Economic Indic::c16,0.03467402736952494,-0.05064469702058179,-0.044309825867346435,0.05888049745082,0.04255947660853309
19. Economic Indic::c18,-0.03540812475546277,-0.019488424957324717,-0.1074199690897446,0.11358820009275657,0.05559594482031128
19. Economic Indic::c20,-0.05654156409115267,0.023548844257817152,0.03122427763924743,-0.011107534145356831,-0.11305072598046917
