,PC1,PC2,PC3,PC4,PC5
10. Early Childhoo::c30,-0.09557388133729695,0.007355976135103784,-0.029909062207207016,0.02957040068779825,-0.06220399452845321
10. Early Childhoo::c32,-0.09518960568778587,0.02898563155133253,-0.007111947636897722,0.052970594772231414,-0.04522333661426835
10. Early Childhoo::c34,-0.09126005118112049,-0.025396915455429124,-0.003228815840150256,-0.019392348235748,-0.0575227219569106
10. Early Childhoo::c36,0.08263969785476016,0.051131454078748015,-0.07645536309459613,-0.08028588442588372,0.04675102802381705
10. Early Childhoo::c38,0.0813227960631015,0.04798167599162656,-0.07890009432465507,-0.08034312917488454,0.05050853438787749
10. Early Childhoo::c40,0.0837072391081759,0.053891901568552864,-0.0743547551720394,-0.08020842800623414,0.042674524704181496
10. Early Childhoo::c42,0.0814139401203271,0.04574000968463855,-0.07389207751897976,-0.0921330511209769,0.02414876473895926
10. Early Childhoo::c44,0.07539261213681749,0.0667638429473293,-0.09152000343042357,-0.07037066194638304,0.07338169955497804
11. Education::c2,-0.07636786329155965,-0.05780499591746136,0.07142493656397708,-0.0469226813179013,-0.00955031835714501
11. Education::c4,-0.08597787546517137,-0.02190733421871232,0.02565034092850653,-0.07130772729247944,-0.025681798611437916
11. Education::c6,-0.07812810991089982,0.02055733061890946,-0.009547634157334867,-0.05750537590357359,-0.03714975909421849
11. Education::c8,0.08427819439274034,-0.011640192096006663,-0.03153590645531864,0.02336789941278409,0.05827225987453034
11. Education::c10,0.08540999620842513,-0.03690151162566653,-0.02779650462359901,0.0425515322359383,0.06731704366493131
11. Education::c12,0.07931684380677399,-0.06044430964864208,-0.042601805789276526,0.06362254932247381,0.07358969733456674
11. Education::c26,-0.07893559375434718,0.015573052311720556,0.036695665057192045,0.0941609055529972,-0.09668720864453803
12. Child Protecti::c2,-0.07173499936030048,0.046024485211933606,-0.05053850391673554,0.0003266819848436103,-0.06789275106500332
12. Child Protecti::c4,-0.08077075619843399,0.052683824425884124,-0.05115768297693212,0.017452695755944943,-0.056028088135000875
12. Child Protecti::c6,-0.06819372419960008,0.05416753306586483,0.03591930453325825,-0.008425436915087316,0.026927189176473004
12. Child Protecti::c8,-0.09354835625500312,0.0012718905578588723,-0.015810130815239482,-0.022109325161526073,-0.03716993531369464
