country,1. Demographics::c2,1. Demographics::c4,1. Demographics::c6,1. Demographics::c8,1. Demographics::c10,1. Demographics::c12,1. Demographics::c14,1. Demographics::c16,1. Demographics::c18,1. Demographics::c20,1. Demographics::c22,1. Demographics::c24,1. Demographics::c26,1. Demographics::c28,1. Demographics::c30,1. Demographics::c32,1. Demographics::c34,2. Child Mortality::c2,2. Child Mortality::c4,2. Child Mortality::c6,2. Child Mortality::c8,2. Child Mortality::c10,2. Child Mortality::c12,2. Child Mortality::c14,2. Child Mortality::c16,2. Child Mortality::c18,2. Child Mortality::c20,2. Child Mortality::c22,2. Child Mortality::c24,2. Child Mortality::c26,2. Child Mortality::c28,2. Child Mortality::c30,2. Child Mortality::c32,2. Child Mortality::c34,2. Child Mortality::c36,2. Child Mortality::c38,2. Child Mortality::c40,2. Child Mortality::c42,3. Maternal And Ne::c2,3. Maternal And Ne::c4,3. Maternal And Ne::c6,3. Maternal And Ne::c8,3. Maternal And Ne::c10,3. Maternal And Ne::c12,3. Maternal And Ne::c14,3. Maternal And Ne::c16,3. Maternal And Ne::c18,3. Maternal And Ne::c20,3. Maternal And Ne::c22,3. Maternal And Ne::c24,3. Maternal And Ne::c26,4. Child Health::c2,4. Child Health::c4,4. Child Health::c6,4. Child Health::c8,4. Child Health::c10,4. Child Health::c12,4. Child Health::c14,4. Child Health::c16,4. Child Health::c18,4. Child Health::c20,4. Child Health::c22,4. Child Health::c24,4. Child Health::c26,4. Child Health::c28,4. Child Health::c30,4. Child Health::c32,5. Adolescent Heal::c2,5. Adolescent Heal::c4,5. Adolescent Heal::c6,5. Adolescent Heal::c8,5. Adolescent Heal::c10,5. Adolescent Heal::c12,5. Adolescent Heal::c14,5. Adolescent Heal::c16,5. Adolescent Heal::c18,5. Adolescent Heal::c20,5. Adolescent Heal::c22,5. Adolescent Heal::c24,5. Adolescent Heal::c26,5. Adolescent Heal::c28,5. Adolescent Heal::c30,5. Adolescent Heal::c32,5. Adolescent Heal::c34,6. HIV AIDS Epidem::c2,6. HIV AIDS Epidem::c3,6. HIV AIDS Epidem::c4,6. HIV AIDS Epidem::c5,6. HIV AIDS Epidem::c6,6. HIV AIDS Epidem::c7,6. HIV AIDS Epidem::c8,6. HIV AIDS Epidem::c9,6. HIV AIDS Epidem::c10,6. HIV AIDS Epidem::c11,6. HIV AIDS Epidem::c12,6. HIV AIDS Epidem::c13,7. HIV AIDS Interv::c2,7. HIV AIDS Interv::c3,7. HIV AIDS Interv::c4,7. HIV AIDS Interv::c5,7. HIV AIDS Interv::c7,7. HIV AIDS Interv::c9,7. HIV AIDS Interv::c11,7. HIV AIDS Interv::c13,7. HIV AIDS Interv::c15,8. Nutrition newbo::c2,8. Nutrition newbo::c4,8. Nutrition newbo::c6,8. Nutrition newbo::c8,8. Nutrition newbo::c10,8. Nutrition newbo::c12,8. Nutrition newbo::c14,8. Nutrition newbo::c16,8. Nutrition newbo::c18,8. Nutrition newbo::c20,8. Nutrition newbo::c22,8. Nutrition newbo::c24,9. Nutrition breas::c2,9. Nutrition breas::c4,9. Nutrition breas::c6,9. Nutrition breas::c8,9. Nutrition breas::c10,9. Nutrition breas::c12,9. Nutrition breas::c14,9. Nutrition breas::c16,9. Nutrition breas::c18,9. Nutrition breas::c20,9. Nutrition breas::c22,9. Nutrition breas::c24,10. Early Childhoo::c2,10. Early Childhoo::c4,10. Early Childhoo::c6,10. Early Childhoo::c8,10. Early Childhoo::c10,10. Early Childhoo::c12,10. Early Childhoo::c14,10. Early Childhoo::c16,10. Early Childhoo::c18,10. Early Childhoo::c20,10. Early Childhoo::c22,10. Early Childhoo::c24,10. Early Childhoo::c26,10. Early Childhoo::c28,10. Early Childhoo::c30,10. Early Childhoo::c32,10. Early Childhoo::c34,10. Early Childhoo::c36,10. Early Childhoo::c38,10. Early Childhoo::c40,10. Early Childhoo::c42,10. Early Childhoo::c44,11. Education::c2,11. Education::c4,11. Education::c6,11. Education::c8,11. Education::c10,11. Education::c12,11. Education::c14,11. Education::c16,11. Education::c18,11. Education::c20,11. Education::c22,11. Education::c24,11. Education::c26,11. Education::c28,11. Education::c30,12. Child Protecti::c2,12. Child Protecti::c4,12. Child Protecti::c6,12. Child Protecti::c8,12. Child Protecti::c10,12. Child Protecti::c12,12. Child Protecti::c14,12. Child Protecti::c16,12. Child Protecti::c18,12. Child Protecti::c20,12. Child Protecti::c22,12. Child Protecti::c24,12. Child Protecti::c26,12. Child Protecti::c28,12. Child Protecti::c30,12. Child Protecti::c32,12. Child Protecti::c34,12. Child Protecti::c36,12. Child Protecti::c38,12. Child Protecti::c40,13. Social Protect::c2,13. Social Protect::c3,13. Social Protect::c5,13. Social Protect::c6,13. Social Protect::c7,13. Social Protect::c8,13. Social Protect::c9,13. Social Protect::c10,13. Social Protect::c11,13. Social Protect::c12,13. Social Protect::c13,13. Social Protect::c14,13. Social Protect::c15,13. Social Protect::c17,13. Social Protect::c19,13. Social Protect::c21,14.1. WASH::c2,14.1. WASH::c4,14.1. WASH::c6,14.1. WASH::c8,14.1. WASH::c10,14.1. WASH::c12,14.1. WASH::c14,14.1. WASH::c16,14.1. WASH::c18,14.1. WASH::c20,14.1. WASH::c22,14.1. WASH::c24,14.1. WASH::c26,14.2. WASH::c2,14.2. WASH::c4,14.2. WASH::c6,14.2. WASH::c8,14.2. WASH::c10,14.2. WASH::c12,14.2. WASH::c14,14.2. WASH::c16,14.2. WASH::c18,14.3. WASH::c2,14.3. WASH::c4,14.3. WASH::c6,14.3. WASH::c8,14.3. WASH::c10,14.3. WASH::c12,14.3. WASH::c14,14.3. WASH::c16,14.3. WASH::c18,14.3. WASH::c20,14.3. WASH::c22,14.3. WASH::c24,14.3. WASH::c26,14.3. WASH::c28,14.3. WASH::c30,15. Adolescents::c2,15. Adolescents::c4,15. Adolescents::c6,15. Adolescents::c8,15. Adolescents::c10,15. Adolescents::c12,15. Adolescents::c14,15. Adolescents::c16,15. Adolescents::c18,15. Adolescents::c20,15. Adolescents::c22,15. Adolescents::c24,15. Adolescents::c26,15. Adolescents::c28,15. Adolescents::c30,15. Adolescents::c32,15. Adolescents::c34,16. Children with ::c2,16. Children with ::c4,16. Children with ::c6,16. Children with ::c8,16. Children with ::c10,16. Children with ::c12,16. Children with ::c14,16. Children with ::c16,16. Children with ::c18,16. Children with ::c20,16. Children with ::c22,16. Children with ::c24,16. Children with ::c26,16. Children with ::c28,16. Children with ::c30,16. Children with ::c32,16. Children with ::c34,16. Children with ::c36,16. Children with ::c38,16. Children with ::c40,16. Children with ::c42,17. Women's Econ E::c2,17. Women's Econ E::c3,17. Women's Econ E::c6,17. Women's Econ E::c8,17. Women's Econ E::c10,17. Women's Econ E::c12,17. Women's Econ E::c14,17. Women's Econ E::c16,17. Women's Econ E::c18,17. Women's Econ E::c20,17. Women's Econ E::c22,17. Women's Econ E::c24,17. Women's Econ E::c26,17. Women's Econ E::c28,17. Women's Econ E::c30,17. Women's Econ E::c32,17. Women's Econ E::c34,17. Women's Econ E::c36,17. Women's Econ E::c38,17. Women's Econ E::c39,17. Women's Econ E::c40,17. Women's Econ E::c41,18. Migration::c2,18. Migration::c3,18. Migration::c4,18. Migration::c5,18. Migration::c6,18. Migration::c7,18. Migration::c8,18. Migration::c9,18. Migration::c10,18. Migration::c11,18. Migration::c12,18. Migration::c13,18. Migration::c14,18. Migration::c15,18. Migration::c16,18. Migration::c17,19. Economic Indic::c2,19. Economic Indic::c4,19. Economic Indic::c6,19. Economic Indic::c8,19. Economic Indic::c10,19. Economic Indic::c12,19. Economic Indic::c14,19. Economic Indic::c16,19. Economic Indic::c18,19. Economic Indic::c20
Algeria,46814.308,16517.595,4632.995,1.393,1.355,881.823,2.7225,43.328,70.5759,76.4752,58.507,48.074,10.433,75.2792907190618,2.6741,2.0765,-0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,98.0,92.0,89.0,94.0,90.0,92.0,92.0,,90.0,97.0,47.0,27.3,,,,4.15479190189394,3323.0,1.1,0.0,11.0,1.1,56.6,,68.9,96.6,,2.5,2.0,17.4,2.6,76.4,91.3,0.03,0.13,0.13,0.14,0.25,0.12,0.1,0.13,1100.0,1600.0,750.0,830.0,74.0,44.0,,,8.0,,,,1.0,7.1972,90.372,8.938,1.2762,2.7028,13.3175,,4.0,31.95,3.72,31.6,89.1376,32.7338,28.6316,87.912,36.7145,36.2907,42.5525,16.8087,43.8351,39.3562,46.1141,19.156,25.9919,14.3,13.5,15.3,5.7,25.9,61.4,60.5,62.3,48.4,76.9,8.1,48.6,12.5,12.7,12.3,13.0,12.5,76.8,74.4,79.3,70.4,84.9,0.899999976158142,3.40000009536743,15.8000001907349,96.4,72.6,49.4,,,,,,,67.9034805297851,69.4583663940429,66.374153137207,1.9,2.5,,3.8,99.4,99.6,99.7,99.6,,,,,25.4,84.1,85.1,83.0,,,,,19.6,72.3,,,,23.1,37.2,9.4,,,0.78475,5260.20624980797,15.08608341217041,1.117224335670471,0.1268300414085388,0.01088858116418123,69.02918252489637,92.42002859339864,4.709808315034668,1.063075497236861,1.807087594329863,62.49379767171064,85.90648613254632,10.80121366646042,3.25362268351037,0.038677517482911,84.92772039754895,10.91251955905449,4.159759998321533,91.1248573139599,,,100.0,0.0,0.0,95.46696829428481,95.46696829428481,,,,,,,,,,,,,,,,,8203.635,17.524,3.96,32.23,,48.1,55.1,17.5115248182352,20.7497999687547,15.0658319243734,27.6763411276817,,,32.3,38.4,0.9,1.3,16.8,2.8,20.5,7.0,2.0,14.2,10.0,45.8,61.8,6.5,14.6,2.9,0.6,,,23.2,16.6,86.4,85.6,39.3,32.7,,,23.0,25.0,74.0,65.0,68.0,13.0,19.0,17.0,8.0,11.0,10.0,19.0,21.0,20.0,93.0,83.0,57.0,31.0,,,259458.0,,183368.0,62000.0,4.0,34.0,8820.0,2100.0,25.0,9.0,0.0,100.0,14986.0,5300.0,0.0,100.0,,16.9289575215764,3.2677834,6.29899978637695,2.27958349369558,8.82444,13.2609996795654,13.4655869434972,232.929992675781,0.0975895593550598
Angola,37885.849,19314.98,6349.609,3.327,3.025,1407.76,5.0477,39.6882,46.5005,64.8047,89.406,84.003,5.403,70.6551379036435,5.769,4.1645,-0.069,212.745938868154,184.987578303872,48.9996655816384,2.6,53.4080424314739,44.3752500778816,118.127889759471,32.1294328718826,45.7757495521848,39.1497372557639,18.1212461550712,53.5739724592501,11.2648974862267,28.8390151757915,19.8578823152604,1.6,67003.0,25491.0,38.0445651687238,11979.0,27987.0,64.5,46.0,29.8,77.3,51.2,49.6,45.8,3.7,15.0,14.6,2530.7,183.2,106.0,68.0,70.0,64.0,56.0,53.0,31.0,64.0,64.0,36.0,62.0,60.0,62.1,38.7,63.3,21.8,28.8,14.199372820779,12286.0,1.9,10.7,162.7,38.4,14.9,25.3,48.9,51.0,,34.0,29.3,,,,,0.73,0.66,1.22,0.12,22.11,10.41,10.73,10.08,40000.0,28000.0,17000.0,11000.0,79.0,11.0,24.0,,,,,,,15.5278,55.2308,47.6773,1.0935,4.921,4.7389,,6.64,12.6,9.11,43.8,82.3983,53.4,32.7,78.7695,66.5678,74.3615,52.5958,29.8735,41.0573,19.9,31.0009,12.1911,36.3585,12.4,12.6,12.2,4.8,25.4,,,,,,,,,,,,,45.2,44.2,46.1,30.1,65.5,22.2000007629395,33.5999984741211,51.5,63.5,38.9,20.0,,,,,,,,,,8.5,14.0,6.0,23.1,16.2,37.7,38.0,37.3,,,,24.0,24.7,67.3,67.7,67.0,2.7,4.6,,,0.1,0.3,,,,11.5,55.6,3.8,51.3,3.44347826086957,0.643125,2309.5216202979,28.41304206848145,16.55329132080078,6.056151390075684,1.235895752906799,,67.9607422242112,11.15657165718233,12.86053993996913,8.022146178637326,,,,,,36.93573730648314,,,,,,,,1.165391999999883,,,12.96905,,,,,,,,,,,,,,,,8874.162,23.423,7.4,12.15,24.3,,,,,,,20.2,21.8,22.6,21.0,15.4,19.3,,,,,,,,,,,,,,,,,,,,,,,,30.0,15.0,85.0,73.0,78.0,85.0,68.0,75.0,3.0,26.0,16.0,2.0,28.0,16.0,78.0,80.0,36.0,22.0,,,676507.0,2.0,25275.0,13000.0,,9.0,12558.0,3700.0,75308.0,38300.0,0.0,100.0,84983.0,43300.0,0.0,100.0,21.7916074354975,6.36153281195826,1.71114159,2.33200001716614,0.488719000015169,8.77736568,7.72599983215332,7.68240948308065,96.5800018310547,0.101163683646965
Benin,14462.724,6960.494,2200.874,3.065,2.418,483.336,4.4796,43.0293,56.5945,60.961,80.736,75.1,5.636,52.5455354818423,3.914,3.9555,-0.534,171.218939086197,134.971206120351,74.7495024695341,2.8,79.9116770629725,69.2549625878898,98.0941578316269,45.1851786369849,44.5338830135109,38.1857345910526,27.1829293409165,41.0641251424655,18.0424334308889,28.6727464089134,18.6005004508228,1.9,35304.0,13130.0,37.1912531157942,7052.0,9061.0,62.4,40.0,36.8,78.1,52.6,80.8,90.6,5.7,77.1,76.0,2477.5,518.23,44.0,99.0,76.0,63.0,63.0,44.0,,63.0,63.0,64.0,64.0,80.0,34.9,14.8,53.1,50.4,58.4,16.310144876047,5384.0,1.3,0.8,77.2,19.0,20.9,11.9,45.2,80.2,,25.9,21.9,7.2,2.0,71.3,80.7,0.17,0.11,0.18,0.04,4.96,3.56,3.54,3.58,5200.0,5000.0,2600.0,2400.0,90.0,70.0,48.0,14.0,14.0,43.0,38.0,6.0,7.0,16.4458,60.3625,33.2171,2.4411,8.2885,3.7316,7.0,5.91,13.83,7.41,50.0,82.5947,25.1392,44.9468,77.2048,69.2334,80.6209,55.5171,36.1072,41.9293,21.9636,32.1361,9.2583,47.7152,12.7,12.3,13.1,3.9,35.3,38.9,38.5,39.4,32.3,55.7,1.5,54.7,28.9,28.2,29.6,36.2,21.6,40.7,37.5,44.0,29.1,56.3,17.0,41.5999984741211,66.5,70.2,41.1,20.6,16.9777154922485,16.0537242889404,17.9931640625,14.1806021332741,13.9743685722351,14.4072487950325,55.7761039733886,,,16.0,19.9,4.6,27.5,90.2,92.6,92.8,92.3,9.2,0.2,86.3,13.6,25.9,88.0,87.7,88.4,,4.5,,3.2,2.8,12.0,8.04061305549929,64.5717750395319,1.1052724430086,19.5,42.3,3.2,34.4,1.39487179487179,0.59825,1434.66283439144,42.46138763427734,21.28747367858887,5.069502830505371,0.6283947825431824,17.69683223748673,69.58683978670673,7.433060995920271,20.41535739088684,2.564741826486158,16.35762504713539,22.24896870279098,20.85880326320732,9.850849641224855,47.04137839277684,12.86268352439956,23.83248346992632,63.30483245849609,65.85881378584418,,,,,,48.69487551184353,48.69487551184353,,,,,,,,,,,,,,,,,3318.345,22.944,6.56,12.56,10.4,47.4,51.5,,,,,11.2,14.6,2.5,1.7,7.4,14.0,12.8,8.9,13.8,21.5,19.7,40.6,39.1,,,12.5,12.7,14.5,17.6,8.3,10.4,23.7,17.5,19.0,18.6,44.7,43.8,34.4,,11.0,3.0,81.0,73.0,77.0,79.0,69.0,74.0,1.0,3.0,2.0,1.0,3.0,1.0,,,58.0,40.0,,,418202.0,3.0,16232.0,7000.0,1.0,11.0,1075.0,270.0,12501.0,6000.0,100.0,0.0,3679.0,1800.0,0.0,100.0,,9.50419732307074,0.31783193,3.21099996566772,0.402131340912624,1.60077083,19.0429992675781,4.23109208745572,873.530029296875,4.8871060524248
Botswana,2521.139,955.76,297.354,2.125,1.633,61.418,2.7032,56.4464,52.2631,69.2929,56.655,50.333,6.322,67.4623537838418,3.6261,2.3259,-2.292,51.4697208559277,79.8400799999861,33.3114651319399,3.8,36.8188121007827,29.6060305035204,39.9520462016574,32.1017157962863,21.5817550845195,9.11032757976586,17.641184382748,19.7787229588943,5.57460481961439,12.9869596259308,13.912200243704,-0.3,2032.0,1083.0,53.29724409448821,286.0,865.0,68.4,46.0,82.1,94.1,73.3,99.8,99.7,,,,95.1,155.1,225.0,98.0,98.0,95.0,96.0,97.0,77.0,95.0,94.0,74.0,95.0,93.0,14.0,42.9,75.1,30.9,52.9,7.58627618189722,373.0,1.8,0.3,48.1,,,,,,34.0,16.0,13.2,27.0,20.5,86.1,88.9,0.33,2.48,4.35,0.66,7.41,19.22,21.3,17.18,4200.0,7500.0,4400.0,3100.0,,,68.0,,,,,,,16.8344,49.4029,20.9845,3.0118,7.3149,11.4868,,9.48,15.69,8.83,30.9,82.6028,52.8209,29.9944,72.5222,15.2183,,,,,,,,,24.1,,,,,,,,,,,,,,,,,,,,,,8.60000038146973,15.8000001907349,32.7999992370606,98.3,96.1,63.9,,,,,,,50.8376502990722,57.6932525634765,44.1790618896484,,,,,,100.0,100.0,100.0,,,,,,,,,,,211.1,,8.5,2.3,21.6153379585011,35.621879140659,7.49870199776198,10.9,58.5,3.9,53.3,3.80733944954128,0.518875,7249.79932596262,,,,,63.2910412393649,91.77136408072464,4.276890403909019,3.540061293418447,0.4116842219478931,,72.11545659900098,17.2121615822655,5.247215093795059,5.425166724938484,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,492.028,19.515,10.51,15.33,,52.6,51.8,,,,,26.4,30.3,45.1,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,44.0,78.0,75.0,76.0,63.0,67.0,65.0,13.0,15.0,14.0,20.0,21.0,21.0,,,64.0,54.0,,,116402.0,5.0,816.0,380.0,,0.0,250.0,65.0,,,,,1043.0,400.0,0.0,100.0,29.456066667819,28.9436287739157,4.82379913,8.05799961090088,2.96991567228013,14.61503124,21.4650001525879,10.2610342866083,88.5,0.453570353998396
Burkina Faso,23548.781,11519.868,3360.28,3.023,2.233,737.914,4.1096,39.5404,50.8081,61.2925,80.03,75.256,4.774,28.3352514896662,7.7024,4.2361,-1.096,196.553675736756,176.005107718852,74.8904128304467,3.3,79.0979160864592,70.4471602701604,102.81107354067,43.6343403495522,45.1738136589291,40.0602704640442,23.7526417712169,36.6305941480463,7.64882081557403,34.0363897259915,18.8742150696542,2.6,54009.0,17516.0,32.4316317650762,5019.0,14017.0,63.4,74.0,64.3,79.6,49.3,95.8,94.0,6.5,78.3,78.5,1761.7,241.79,102.0,98.0,95.0,91.0,91.0,88.0,65.0,91.0,91.0,87.0,91.0,93.0,77.4,34.2,74.9,67.4,82.8,9.61772210441925,5456.0,2.6,1.2,92.9,22.9,47.5,5.8,52.3,97.3,99.0,14.0,11.4,,,,,0.24,0.16,0.25,0.07,6.09,3.97,3.8,4.13,8400.0,7900.0,4300.0,3600.0,69.0,36.0,31.0,31.0,29.0,,,,,18.4687,63.6027,19.5408,0.8617,9.3434,2.8138,99.0,10.84,6.7,12.37,44.3,89.0,60.2991,51.2577,52.2193,80.661,86.903,69.5915,31.7658,49.2124,19.0218,37.8035,11.1901,33.2024,2.6,2.4,2.8,0.2,11.6,14.1,13.9,14.3,11.7,25.7,,,,,,,,,,,,,37.4000015258789,49.0999984741211,64.4000015258789,70.6,42.4,15.5,,,,,,,73.8611907958984,73.8780364990234,73.892463684082,18.4,20.6,1.6,51.3,80.9,84.8,85.0,84.6,56.1,9.4,87.1,28.2,39.1,76.3,77.9,74.8,,1.9,32.2,3.7,4.7,8.7,1.55310579903182,71.7033587385467,0.307395694689551,18.5,45.3,8.3,37.4,1.63243243243243,0.696125,874.121280381345,,,,,,49.99866001074966,31.75883115969778,18.17081827089647,0.071690558656092,24.72346729043262,31.79634859382032,31.19709848382874,7.134959388698261,29.87159353365268,25.8750194654032,33.1751906763845,40.94979095458984,62.81386616727605,9.38480151291651,27.80133231980744,48.36891414074216,,,49.9534324430042,49.9534324430042,,73.52265080645155,22.59018656065881,3.887162632889627,,,16.18918918918962,,,2.694825000000037,15.22446484909051,84.3382351509095,0.437299999999993,,,,5818.853,24.711,13.39,6.54,7.1,,,,,,,27.2,34.3,4.6,6.9,20.6,35.9,,,,,,,,,,,,,,,,,,,,,,25.4,,10.0,3.0,49.0,65.0,54.0,39.0,47.0,42.0,4.0,6.0,5.0,4.0,9.0,6.0,,,42.0,31.0,,,739820.0,3.0,39915.0,23700.0,2.0,47.0,150101.0,76500.0,2065358.0,1000000.0,100.0,0.0,383988.0,188000.0,99.0,1.0,19.6878340734679,19.9750741548503,2.73042727,5.27699995040894,1.40750325329634,9.83841515,20.2970008850098,7.0462980131394,1446.61999511719,7.73619510066248
Burundi,14047.786,7301.21,2186.59,2.069,2.462,466.545,4.7894,43.2251,47.6166,63.8177,89.504,84.706,4.798,24.8302838651025,4.4521,6.844,-1.927,168.638550172219,152.387308951996,47.0576894611973,3.9,50.9509640728776,42.9620200828228,92.2079250479224,30.498936211752,39.0651866539994,36.3054435488597,19.0662989920529,57.9030859998514,17.5815077472183,34.779955792973,18.0298596182752,2.9,21573.0,8890.0,41.2089185556019,7275.0,8462.0,63.9,55.0,39.6,99.2,49.3,75.2,83.9,4.0,49.4,51.1,1806.5,391.97,57.0,89.0,89.0,89.0,89.0,86.0,80.0,89.0,89.0,89.0,88.0,85.0,58.5,35.6,69.6,39.9,46.1,15.2731749293454,5587.0,1.8,0.7,58.2,12.7,54.6,33.8,48.9,91.3,,18.1,15.0,20.7,16.8,,,0.21,0.1,0.17,0.02,3.81,2.31,2.24,2.38,4100.0,4900.0,2600.0,2300.0,65.0,54.0,54.0,50.0,46.0,,,,,14.7769,80.2519,55.2516,2.1,7.8,2.3776,77.0,8.12,7.91,18.01,39.0,89.374,89.3,83.3,85.3,87.1469,91.7971,84.2067,17.938,63.5759,28.6,50.4,18.2,9.2606,7.2,7.1,7.2,0.6,30.5,58.2,57.6,58.7,56.0,67.1,0.1,34.9,41.9,42.1,41.6,43.0,30.0,39.6,33.6,45.5,33.4,54.3,17.6000003814697,44.7999992370606,68.6999969482422,58.8,32.4,9.8,,,,,,,95.8188552856445,95.7200317382812,95.8879776000976,53.5,56.6,1.4,19.0,72.7,83.5,83.7,83.3,,,,47.9,63.3,89.6,90.6,88.6,0.2,3.5,110.3,2.7,0.4,20.2,,,,18.3,45.0,6.9,37.5,1.63387978142077,0.670875,199.580760181492,21.15011024475098,2.607176542282104,0.2660622000694275,0.03327778354287148,,65.91910418475531,20.41562540815941,13.66527040708527,,,44.6339890793582,13.14674436456625,40.24526830863976,1.973998247435812,,,7.92495882e-07,45.82022214930267,15.62881927054904,38.55095858014829,44.75083374067441,,,17.30881214788856,17.30881214788856,,,,8.512426619896361,48.14516129032258,47.69483870967745,4.159999999999968,,,,76.50157154673275,,,,,,3615.052,25.734,9.39,6.8,37.8,,,,,,,12.6,10.9,2.3,1.0,20.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,80.0,69.0,79.0,81.0,58.0,78.0,1.0,5.0,1.0,0.0,9.0,1.0,25.0,12.0,7.0,7.0,,,387101.0,3.0,89075.0,47500.0,6.0,343.0,322468.0,160000.0,92174.0,47700.0,7.0,93.0,60397.0,31400.0,1.0,99.0,17.5522835393736,30.5053089649887,2.22768974,4.82100009918213,2.14774502717387,7.33283997,20.636999130249,7.04056146305177,600.179992675781,17.1977335251635
Cabo Verde,524.877,163.176,35.834,1.54,0.481,6.415,1.5113,56.5591,68.1167,76.2238,47.941,37.795,10.146,76.7721471004354,3.1278,1.604,-2.304,56.3744448623385,36.0095012019431,11.1393454162454,6.0,12.1463358990534,10.0830134457678,42.049007251069,10.6273012075794,18.7416794574386,18.1324373043214,8.03559606577338,5.12823272558996,1.85715063175015,13.3463562915816,8.12313797183029,2.2,72.0,52.0,72.2222222222222,19.0,53.0,79.0,70.0,73.2,98.8,85.6,98.4,97.0,23.9,91.1,87.2,2.6,40.04,1650.0,99.0,93.0,93.0,94.0,95.0,86.0,93.0,93.0,,,96.0,53.4,55.7,77.3,,,3.16385378665873,31.0,2.8,0.5,49.6,22.1,68.3,56.9,,99.4,99.0,36.5,31.6,11.0,10.0,,,0.25,0.13,0.2,0.06,2.27,1.07,1.11,1.03,,,,,80.0,77.0,67.0,,,,,,,,,5.3011,0.5,2.4,8.3788,,9.19,13.0,5.51,40.6,91.9,71.1,41.8,98.1,41.5,,,,,,,,,87.5,87.4,87.7,,,,,,,,,,,,,,,,,,,,2.90000009536743,5.59999990463257,15.3000001907349,,,,,,,,,,,,,,,1.5,8.4,,91.4,,,,,,6.3,7.4,,,,,,203.5,15.7,23.1,42.3,,,,15.4,48.7,5.7,42.4,2.0974025974026,0.584125,4321.57986427786,,,,,,92.28008926619124,5.760104248406354,1.95980648540241,0.0,,83.12792161570974,6.80276625217016,6.65038022816239,3.418931903957713,60.87257577533674,32.03162814017492,7.09579610824585,,,0.190371831964399,92.8040347179341,6.014810692579644,1.181154589486255,86.19772186969367,86.19772186969367,,,,,,,,,,,,,,,,,97.519,18.579,9.67,12.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,20.0,20.0,61.0,71.0,67.0,40.0,60.0,53.0,9.0,14.0,13.0,8.0,13.0,12.0,73.0,71.0,,,,,16515.0,3.0,,,,,20.0,6.0,,,,,,,,,21.5670295735424,20.3837747826168,4.71387148,6.03800010681152,,15.75078869,15.1129999160767,0.0,86.5599975585938,3.62817422277849
