country,1. Demographics::c2,1. Demographics::c4,1. Demographics::c6,1. Demographics::c8,1. Demographics::c10,1. Demographics::c12,1. Demographics::c14,1. Demographics::c16,1. Demographics::c18,1. Demographics::c20,1. Demographics::c22,1. Demographics::c24,1. Demographics::c26,1. Demographics::c28,1. Demographics::c30,1. Demographics::c32,1. Demographics::c34,2. Child Mortality::c2,2. Child Mortality::c4,2. Child Mortality::c6,2. Child Mortality::c8,2. Child Mortality::c10,2. Child Mortality::c12,2. Child Mortality::c14,2. Child Mortality::c16,2. Child Mortality::c18,2. Child Mortality::c20,2. Child Mortality::c22,2. Child Mortality::c24,2. Child Mortality::c26,2. Child Mortality::c28,2. Child Mortality::c30,2. Child Mortality::c32,2. Child Mortality::c34,2. Child Mortality::c36,2. Child Mortality::c38,2. Child Mortality::c40,2. Child Mortality::c42,3. Maternal And Ne::c2,3. Maternal And Ne::c4,3. Maternal And Ne::c6,3. Maternal And Ne::c8,3. Maternal And Ne::c10,3. Maternal And Ne::c12,3. Maternal And Ne::c14,3. Maternal And Ne::c16,3. Maternal And Ne::c18,3. Maternal And Ne::c20,3. Maternal And Ne::c22,3. Maternal And Ne::c24,3. Maternal And Ne::c26,4. Child Health::c2,4. Child Health::c4,4. Child Health::c6,4. Child Health::c8,4. Child Health::c10,4. Child Health::c12,4. Child Health::c14,4. Child Health::c16,4. Child Health::c18,4. Child Health::c20,4. Child Health::c22,4. Child Health::c24,4. Child Health::c26,4. Child Health::c28,4. Child Health::c30,4. Child Health::c32,5. Adolescent Heal::c2,5. Adolescent Heal::c4,5. Adolescent Heal::c6,5. Adolescent Heal::c8,5. Adolescent Heal::c10,5. Adolescent Heal::c12,5. Adolescent Heal::c14,5. Adolescent Heal::c16,5. Adolescent Heal::c18,5. Adolescent Heal::c20,5. Adolescent Heal::c22,5. Adolescent Heal::c24,5. Adolescent Heal::c26,5. Adolescent Heal::c28,5. Adolescent Heal::c30,6. HIV AIDS Epidem::c2,6. HIV AIDS Epidem::c3,6. HIV AIDS Epidem::c4,6. HIV AIDS Epidem::c5,6. HIV AIDS Epidem::c6,6. HIV AIDS Epidem::c7,6. HIV AIDS Epidem::c8,6. HIV AIDS Epidem::c9,6. HIV AIDS Epidem::c10,6. HIV AIDS Epidem::c11,6. HIV AIDS Epidem::c12,6. HIV AIDS Epidem::c13,7. HIV AIDS Interv::c2,7. HIV AIDS Interv::c3,7. HIV AIDS Interv::c4,7. HIV AIDS Interv::c5,7. HIV AIDS Interv::c7,7. HIV AIDS Interv::c15,8. Nutrition newbo::c2,8. Nutrition newbo::c4,8. Nutrition newbo::c6,8. Nutrition newbo::c8,8. Nutrition newbo::c10,8. Nutrition newbo::c12,8. Nutrition newbo::c14,8. Nutrition newbo::c16,8. Nutrition newbo::c18,8. Nutrition newbo::c20,8. Nutrition newbo::c22,8. Nutrition newbo::c24,9. Nutrition breas::c2,9. Nutrition breas::c4,9. Nutrition breas::c6,9. Nutrition breas::c8,9. Nutrition breas::c10,9. Nutrition breas::c12,9. Nutrition breas::c14,9. Nutrition breas::c16,9. Nutrition breas::c18,9. Nutrition breas::c20,9. Nutrition breas::c22,9. Nutrition breas::c24,10. Early Childhoo::c2,10. Early Childhoo::c4,10. Early Childhoo::c6,10. Early Childhoo::c8,10. Early Childhoo::c10,10. Early Childhoo::c12,10. Early Childhoo::c14,10. Early Childhoo::c16,10. Early Childhoo::c18,10. Early Childhoo::c20,10. Early Childhoo::c22,10. Early Childhoo::c24,10. Early Childhoo::c26,10. Early Childhoo::c28,10. Early Childhoo::c30,10. Early Childhoo::c32,10. Early Childhoo::c34,10. Early Childhoo::c36,10. Early Childhoo::c38,10. Early Childhoo::c40,10. Early Childhoo::c42,10. Early Childhoo::c44,11. Education::c2,11. Education::c4,11. Education::c6,11. Education::c8,11. Education::c10,11. Education::c12,11. Education::c26,12. Child Protecti::c2,12. Child Protecti::c4,12. Child Protecti::c6,12. Child Protecti::c8,12. Child Protecti::c10,12. Child Protecti::c12,12. Child Protecti::c14,12. Child Protecti::c16,12. Child Protecti::c18,12. Child Protecti::c22,12. Child Protecti::c24,12. Child Protecti::c26,12. Child Protecti::c28,12. Child Protecti::c30,12. Child Protecti::c32,12. Child Protecti::c36,12. Child Protecti::c38,13. Social Protect::c2,13. Social Protect::c3,13. Social Protect::c8,13. Social Protect::c9,13. Social Protect::c10,13. Social Protect::c11,13. Social Protect::c12,13. Social Protect::c13,13. Social Protect::c14,13. Social Protect::c15,13. Social Protect::c17,13. Social Protect::c19,13. Social Protect::c21,14.1. WASH::c2,14.1. WASH::c4,14.1. WASH::c6,14.1. WASH::c8,14.1. WASH::c10,14.1. WASH::c12,14.1. WASH::c14,14.1. WASH::c16,14.1. WASH::c18,14.1. WASH::c20,14.1. WASH::c22,14.1. WASH::c24,14.1. WASH::c26,14.2. WASH::c2,14.2. WASH::c6,14.2. WASH::c8,14.2. WASH::c12,14.2. WASH::c14,14.2. WASH::c16,14.3. WASH::c6,15. Adolescents::c2,15. Adolescents::c4,15. Adolescents::c6,15. Adolescents::c8,15. Adolescents::c10,15. Adolescents::c24,15. Adolescents::c26,15. Adolescents::c28,15. Adolescents::c30,15. Adolescents::c32,15. Adolescents::c34,17. Women's Econ E::c2,17. Women's Econ E::c6,17. Women's Econ E::c8,17. Women's Econ E::c10,17. Women's Econ E::c12,17. Women's Econ E::c14,17. Women's Econ E::c16,17. Women's Econ E::c18,17. Women's Econ E::c20,17. Women's Econ E::c22,17. Women's Econ E::c24,17. Women's Econ E::c26,17. Women's Econ E::c28,17. Women's Econ E::c30,17. Women's Econ E::c32,17. Women's Econ E::c38,17. Women's Econ E::c39,18. Migration::c2,18. Migration::c3,18. Migration::c4,18. Migration::c5,18. Migration::c6,18. Migration::c7,18. Migration::c8,18. Migration::c9,18. Migration::c10,18. Migration::c11,18. Migration::c12,18. Migration::c13,18. Migration::c14,18. Migration::c15,18. Migration::c16,18. Migration::c17,19. Economic Indic::c2,19. Economic Indic::c4,19. Economic Indic::c6,19. Economic Indic::c8,19. Economic Indic::c10,19. Economic Indic::c12,19. Economic Indic::c14,19. Economic Indic::c16,19. Economic Indic::c18,19. Economic Indic::c20
Algeria,46814.308,16517.595,4632.995,1.393,1.355,881.823,2.7225,43.328,70.5759,76.4752,58.507,48.074,10.433,75.2792907190618,2.6741,2.0765,-0.667,44.0605515889027,32.01544828277578,11.160721151353052,3.339349956813988,12.55265500886312,9.67708202217301,35.32306559365903,12.495412573059369,23.92851332819179,18.526038727539056,9.621227964938663,9.108764447901887,2.0720741313384057,15.968668604672338,10.275972581141126,1.906202581869246,-9321.8108092115,397.852328016339,62.07866536135133,-1041.7064579271482,1032.0224044028619,76.63703347539632,68.12084221947579,57.76899308965241,96.93143681692834,75.55131918128976,98.59490902827513,96.82786763125753,34.105806708444,90.61526565374268,84.57889043218623,-985.235249424778,62.778836485856345,1087.2330629913497,98.0,98.0,92.0,89.0,94.0,90.0,92.0,92.0,93.86374722889951,90.0,97.0,47.0,27.3,61.529950642256374,34.52176302488658,49.792184207238535,4.15479190189394,3323.0,1.1,0.0,11.0,1.1000000000000014,56.6,36.50153673711472,68.9,96.6,41.457480329590325,2.5,2.0,17.4,2.5999999999999996,0.030000000000000027,0.13,0.13000000000000012,0.14,0.25,0.11999999999999922,0.09999999999999964,0.13000000000000078,1100.0,1600.0,750.0,830.0,74.0,44.0,49.6695283736169,21.77867350810948,8.0,1.0,7.197199999999999,90.372,8.938,1.2762,2.7028,13.3175,27.191854252718944,4.0,31.95,3.7200000000000006,31.6,89.1376,32.7338,28.6316,87.912,36.7145,36.2907,42.5525,16.8087,43.8351,39.3562,46.1141,19.156,25.9919,14.3,13.499999999999998,15.3,5.7,25.9,61.4,60.5,62.3,48.4,76.9,8.1,48.6,12.5,12.7,12.3,13.0,12.499999999999998,76.8,74.4,79.3,70.4,84.9,0.8999999761581421,3.4000000953674316,15.800000190734902,96.4,72.6,49.4,67.9034805297851,1.9000000000000004,2.5,-0.5713530544339873,3.8000000000000007,99.4,99.6,99.7,99.6,72.34079097434778,59.46493791343025,19.035815101292464,25.4,84.1,85.1,83.0,5.666772006496066,102.28074216405274,19.6,72.3,23.1,37.2,9.4,36.91278386544274,1.6605934864396033,0.78475,5260.20624980797,15.08608341217041,1.1172243356704712,0.12683004140853882,0.010888581164181177,69.02918252489637,92.42002859339864,4.709808315034668,1.063075497236861,1.8070875943298628,62.49379767171064,85.90648613254632,10.80121366646042,3.253622683510372,0.03867751748291148,84.92772039754895,10.912519559054488,4.159759998321533,91.1248573139599,-1.9194080351014158,100.0,0.0,95.4669682942848,95.4669682942848,3.1480754511267133,8203.635,17.524,3.96,32.23,18.203782696717692,16.87093481076227,23.314497937490078,32.3,38.4,0.9000000000000004,1.3000000000000007,48.74181966498736,23.0,25.0,74.0,65.0,68.0,13.0,19.0,17.0,8.0,11.0,10.0,19.0,21.0,20.0,57.0,31.0,259458.0,6.340771728633913,183368.0,62000.0,4.0,34.0,8820.0,2100.0,25.0,9.0,0.0,100.0,14986.0,5300.0,0.0,100.0,21.764970492059938,16.9289575215764,3.2677834,6.29899978637695,2.27958349369558,8.82444,13.2609996795654,13.4655869434972,232.9299926757809,0.0975895593550602
Angola,37885.849,19314.98,6349.609,3.327,3.025,1407.76,5.0477,39.6882,46.5005,64.8047,89.406,84.003,5.403,70.6551379036435,5.769,4.1645,-0.06900000000000006,212.745938868154,184.987578303872,48.9996655816384,2.6,53.4080424314739,44.3752500778816,118.127889759471,32.1294328718826,45.7757495521848,39.1497372557639,18.1212461550712,53.5739724592501,11.2648974862267,28.8390151757915,19.8578823152604,1.6,67003.0,25491.0,38.0445651687238,11979.0,27987.0,64.5,46.0,29.8,77.3,51.2,49.6,45.8,3.7,15.0,14.600000000000009,2530.7,183.2,106.0,68.0,70.0,64.0,56.0,53.0,31.0,64.0,64.0,36.0,62.0,60.0,62.1,38.7,63.3,21.8,28.800000000000004,14.199372820779,12286.0,1.9,10.7,162.7,38.4,14.899999999999999,25.3,48.9,51.0,51.34353348370187,34.0,29.3,16.46936508393709,12.070726041243972,0.73,0.66,1.22,0.12,22.11,10.41,10.73,10.08,40000.0,28000.0,17000.0,11000.0,79.0,11.0,24.0,31.389196010194524,29.247921873046092,23.401964620509744,15.5278,55.2308,47.6773,1.0935,4.921,4.7389,54.85665639773448,6.64,12.6,9.11,43.8,82.3983,53.4,32.7,78.7695,66.5678,74.3615,52.5958,29.8735,41.0573,19.9,31.0009,12.1911,36.3585,12.4,12.6,12.2,4.8,25.4,32.06092191486164,32.096417708085106,31.999077983140133,27.30424452001224,49.37085134983474,0.4668968260732784,51.34547372327669,31.706665260287622,32.746719654272084,31.909475428534037,41.40471978933313,27.899893172950083,45.2,44.2,46.1,30.1,65.5,22.2000007629395,33.5999984741211,51.5,63.5,38.9,20.0,79.80790471165996,8.5,14.0,6.0,23.1,16.200000000000003,37.7,38.0,37.3,49.20045647842222,57.996117613679466,24.0,24.7,67.3,67.7,67.0,4.6,82.63869227210981,0.09999999999999964,0.3000000000000007,11.5,55.6,3.8,51.3,3.44347826086957,0.643125,2309.5216202979,28.41304206848145,16.55329132080078,6.056151390075684,1.235895752906799,27.075134662748642,67.9607422242112,11.15657165718233,12.86053993996913,8.022146178637326,24.995933450614057,32.04279211928808,21.472718743744572,26.399644523953985,20.084844613013363,36.93573730648314,38.81372481508055,45.7126034907215,51.95159301079486,40.14556385271837,52.18644261560247,1.1653919999998834,52.64069388377841,52.64069388392668,25.106141141932422,8874.162,23.423,7.4,12.15,24.3,20.2,21.8,22.6,21.0,15.4,19.3,34.70001099077406,30.0,15.0,85.0,73.0,78.0,85.0,68.0,75.0,3.0,26.0,16.0,2.0,28.0,16.0,36.0,22.0,676507.0,2.0,25275.0,13000.0,11.082327550918537,9.0,12558.0,3700.0,75308.00000000012,38300.00000000006,0.0,100.0,84983.0,43300.0,0.0,100.0,21.7916074354975,6.361532811958261,1.71114159,2.33200001716614,0.488719000015169,8.77736568,7.72599983215332,7.68240948308065,96.58000183105469,0.10116368364696537
Benin,14462.724,6960.494,2200.874,3.065,2.418,483.336,4.4796,43.0293,56.5945,60.961,80.736,75.1,5.636,52.5455354818423,3.914,3.9555,-0.534,171.218939086197,134.971206120351,74.7495024695341,2.8,79.9116770629725,69.2549625878898,98.0941578316269,45.1851786369849,44.5338830135109,38.1857345910526,27.1829293409165,41.0641251424655,18.0424334308889,28.6727464089134,18.6005004508228,1.9,35304.0,13130.0,37.1912531157942,7052.0,9061.0,62.4,40.0,36.8,78.1,52.6,80.8,90.6,5.7,77.1,76.0,2477.5,518.23,44.0,99.0,76.0,63.0,63.0,44.0,58.290863191639254,63.0,63.0,64.0,64.0,80.0,34.9,14.8,53.1,50.4,58.4,16.310144876047,5384.0,1.3,0.8,77.2,19.0,20.9,11.899999999999999,45.2,80.2,52.88034979304361,25.9,21.9,7.200000000000001,2.0,0.17000000000000004,0.10999999999999999,0.17999999999999994,0.04000000000000001,4.960000000000001,3.5600000000000005,3.54,3.58,5200.0,5000.0,2600.0,2400.0,90.0,70.0,48.0,14.0,14.0,7.0,16.4458,60.3625,33.2171,2.4411,8.2885,3.7316,7.0,5.91,13.83,7.41,50.0,82.5947,25.139200000000002,44.9468,77.2048,69.2334,80.6209,55.5171,36.1072,41.9293,21.9636,32.1361,9.2583,47.7152,12.7,12.3,13.1,3.9000000000000004,35.3,38.9,38.5,39.4,32.3,55.7,1.5,54.7,28.9,28.2,29.6,36.2,21.6,40.7,37.5,44.0,29.1,56.3,17.0,41.5999984741211,66.5,70.2,41.1,20.6,55.7761039733886,16.0,19.9,4.6,27.5,90.2,92.6,92.8,92.3,9.200000000000003,86.3,13.600000000000001,25.9,88.0,87.7,88.4,4.5,46.22193844822884,2.8,12.0,19.5,42.3,3.2,34.4,1.39487179487179,0.59825,1434.66283439144,42.46138763427734,21.28747367858887,5.069502830505371,0.6283947825431824,17.69683223748673,69.58683978670673,7.433060995920271,20.41535739088684,2.564741826486158,16.35762504713539,22.248968702790982,20.85880326320732,9.850849641224857,47.04137839277684,12.862683524399557,23.83248346992632,63.30483245849609,65.85881378584418,38.35983276867629,41.93714179940612,25.46161870514451,48.69487551184353,48.69487551184353,24.892294143161088,3318.345,22.944,6.56,12.56,10.4,11.2,14.6,2.5,1.6999999999999993,7.4,14.0,34.4,11.0,3.0,81.0,73.0,77.0,79.0,69.0,74.0,1.0,3.0,2.0,1.0,3.0,1.0,58.0,40.0,418202.0,3.0,16232.00000000003,7000.0,1.0,11.0,1075.0,270.0,12501.0,6000.000000000058,100.0,7.105427357601002e-15,3679.0,1800.0,0.0,100.0,15.823273609295093,9.50419732307074,0.3178319300000001,3.21099996566772,0.4021313409126239,1.60077083,19.0429992675781,4.23109208745572,873.530029296875,4.8871060524248
Botswana,2521.138999999999,955.7600000000002,297.3539999999998,2.125,1.633,61.418000000000006,2.7032,56.4464,52.2631,69.2929,56.655,50.333,6.322,67.4623537838418,3.6261,2.3259,-2.292,51.46972085592772,79.8400799999861,33.3114651319399,3.8,36.8188121007827,29.6060305035204,39.9520462016574,32.1017157962863,21.5817550845195,9.110327579765858,17.641184382748,19.7787229588943,5.57460481961439,12.9869596259308,13.912200243704,-0.30000000000000004,2032.0,1083.0,53.29724409448821,286.0,865.0,68.4,46.0,82.1,94.1,73.3,99.8,99.7,22.05248120730923,81.25059881370368,82.13077222035523,95.09999999999991,155.1,225.0,98.0,98.0,95.0,96.0,97.0,77.0,95.0,94.0,74.0,95.0,93.0,14.0,42.9,75.1,30.9,52.9,7.58627618189722,373.0,1.8,0.30000000000000027,48.1,13.761921313535824,54.61969004459786,42.901905982368795,69.24225146038232,99.31441550875999,34.0,16.0,13.2,27.0,20.5,0.33,2.48,4.35,0.66,7.41,19.22,21.3,17.18,4200.0,7500.0,4400.0,3100.0,74.5295770623982,54.52918896392436,68.0,35.136037390422146,33.86854307091585,29.760872057960306,16.8344,49.4029,20.9845,3.0118,7.3149,11.4868,29.185816257247367,9.48,15.69,8.83,30.9,82.6028,52.8209,29.9944,72.5222,15.2183,44.42433731948698,26.86727196184306,25.255215001310518,44.12817239814901,30.13321464812368,46.42509542802591,15.952247408311784,36.88510527018292,24.1,37.6843789766439,38.812229779142356,16.39261172691239,56.33213015228897,32.84589299987258,32.084344666571496,33.55769359977328,23.15293480253062,51.50870105268832,8.938318930641731,54.741383799501904,6.088674058265688,7.6443094831198515,6.8457253308364585,16.760487350192832,3.708468206788538,68.8800288507837,65.80446474127758,71.80901865911636,58.85810525028147,78.76303001308123,8.60000038146973,15.8000001907349,32.7999992370606,98.3,96.1,63.89999999999999,50.8376502990722,2.549354485032019,6.049014560226151,2.313573315559207,5.919026696789231,76.33288186179425,100.0,100.0,100.0,63.72188190453957,60.99397944050442,21.165932356325783,23.639771590645196,74.22505602558846,75.73794129069333,72.70838533075361,4.413385769885644,211.09999999999997,8.5,2.3000000000000007,10.9,58.5,3.9,53.3,3.8073394495412796,0.518875,7249.79932596262,25.390530734773517,3.561552152666711,-0.28560457670644857,-0.024503564146841683,63.2910412393649,91.77136408072464,4.276890403909019,3.5400612934184466,0.4116842219478931,48.85037245985112,72.11545659900098,17.2121615822655,5.247215093795058,5.425166724938483,55.586005312854965,26.9578748545787,22.52536238285965,85.83793829292418,0.0,98.11410939980868,0.0,92.01224446897196,92.01224446921245,6.664899208539419,492.02800000000025,19.515,10.51,15.33,32.34711814020931,26.4,30.3,45.1,73.7,3.885904931605274,5.565442648813077,32.03025184765433,46.0,44.0,78.0,75.0,76.0,63.0,67.0,65.0,13.0,15.0,14.0,20.0,21.0,21.0,64.0,54.0,116402.0,5.0,816.0000000000291,380.0,5.3495078961099685,2.842170943040401e-14,250.0,65.0,4205.976761740632,-8514.958187386335,7.488850594628026,92.51114940537224,1043.0,400.0,0.0,100.0,29.456066667819,28.943628773915705,4.82379913,8.05799961090088,2.96991567228013,14.61503124,21.4650001525879,10.2610342866083,88.5,0.45357035399839596
Burkina Faso,23548.781,11519.868,3360.28,3.023,2.233,737.914,4.1096,39.5404,50.8081,61.2925,80.03,75.256,4.774,28.3352514896662,7.7024,4.2361,-1.096,196.553675736756,176.005107718852,74.8904128304467,3.3,79.0979160864592,70.4471602701604,102.81107354067,43.6343403495522,45.1738136589291,40.0602704640442,23.7526417712169,36.6305941480463,7.64882081557403,34.0363897259915,18.8742150696542,2.6,54009.0,17516.0,32.4316317650762,5019.0,14017.0,63.4,74.0,64.3,79.6,49.3,95.8,94.0,6.5,78.3,78.5,1761.7000000000003,241.79,102.0,98.0,95.0,91.0,91.0,88.0,65.0,91.0,91.0,87.0,91.0,93.0,77.4,34.2,74.9,67.4,82.8,9.61772210441925,5456.0,2.6,1.2,92.9,22.9,47.5,5.800000000000001,52.3,97.3,99.0,14.0,11.4,15.508536479196188,10.189092768456177,0.24,0.16000000000000003,0.25,0.07,6.09,3.9700000000000006,3.8,4.129999999999999,8400.0,7900.0,4300.0,3600.0,69.0,36.0,31.0,31.0,29.0,9.325458065549682,18.4687,63.6027,19.5408,0.8617000000000001,9.3434,2.8138,99.0,10.84,6.699999999999999,12.37,44.3,89.0,60.2991,51.2577,52.2193,80.661,86.903,69.5915,31.7658,49.2124,19.0218,37.8035,11.1901,33.2024,2.6000000000000014,2.3999999999999986,2.8000000000000007,0.1999999999999993,11.599999999999998,14.100000000000001,13.899999999999999,14.3,11.7,25.7,0.847704891792898,38.17912285887414,37.79002226181117,38.90712688574248,38.16638122001113,40.50057670306926,34.79605270095236,59.98041467408859,57.39575408048048,62.61815595627215,55.12414337080672,69.76329585701878,37.4000015258789,49.0999984741211,64.4000015258789,70.6,42.4,15.5,73.8611907958984,18.4,20.6,1.6,51.3,80.9,84.8,85.0,84.6,56.1,87.1,28.2,39.1,76.3,77.9,74.8,1.9,32.2,4.7,8.7,18.5,45.3,8.3,37.4,1.63243243243243,0.696125,874.1212803813451,32.89254053160248,13.918169037165256,3.5250574959081957,0.35534121701658583,22.805221387986848,49.99866001074966,31.75883115969778,18.17081827089647,0.0716905586560923,24.72346729043262,31.79634859382032,31.19709848382874,7.134959388698261,29.87159353365268,25.8750194654032,33.1751906763845,40.94979095458984,62.81386616727605,27.80133231980744,48.36891414074216,24.259906168287454,49.9534324430042,49.9534324430042,3.887162632889627,5818.853,24.711,13.39,6.539999999999999,7.100000000000001,27.2,34.3,4.6,6.9,20.6,35.9,25.4,10.0,3.0,49.0,65.0,54.0,39.0,47.0,42.0,4.0,6.0,5.0,4.0,9.0,6.0,42.0,31.0,739820.0,3.0,39915.0,23700.0,2.0,47.0,150101.0,76500.0,2065358.0,1000000.0,100.0,7.105427357601002e-15,383988.0,188000.0,99.0,1.0,19.6878340734679,19.9750741548503,2.73042727,5.27699995040894,1.40750325329634,9.83841515,20.2970008850098,7.0462980131394,1446.61999511719,7.73619510066248
Burundi,14047.786,7301.21,2186.59,2.069,2.462,466.545,4.7894,43.2251,47.6166,63.8177,89.504,84.706,4.798,24.830283865102505,4.4521,6.844,-1.927,168.638550172219,152.387308951996,47.0576894611973,3.9,50.9509640728776,42.9620200828228,92.2079250479224,30.498936211752,39.0651866539994,36.3054435488597,19.0662989920529,57.9030859998514,17.5815077472183,34.779955792973,18.0298596182752,2.9,21573.0,8890.0,41.2089185556019,7275.0,8462.0,63.9,55.0,39.6,99.2,49.3,75.2,83.9,4.0,49.4,51.1,1806.5,391.97,57.0,89.0,89.0,89.0,89.0,86.0,80.0,89.0,89.0,89.0,88.0,85.0,58.5,35.6,69.6,39.9,46.1,15.2731749293454,5587.0,1.8,0.7,58.2,12.7,54.6,33.8,48.9,91.3,68.23090528774082,18.1,15.0,20.7,16.8,0.20999999999999996,0.09999999999999998,0.17000000000000004,0.019999999999999962,3.8100000000000005,2.3100000000000005,2.2399999999999993,2.379999999999999,4100.0,4900.0,2600.0,2300.0,65.0,54.0,54.0,50.0,46.0,17.24714492122202,14.7769,80.2519,55.2516,2.1,7.8,2.3776,77.0,8.12,7.91,18.01,39.0,89.374,89.3,83.3,85.3,87.1469,91.7971,84.2067,17.938,63.5759,28.6,50.4,18.2,9.260600000000004,7.199999999999999,7.099999999999998,7.199999999999999,0.5999999999999996,30.5,58.2,57.6,58.7,56.0,67.1,0.10000000000000009,34.9,41.9,42.1,41.6,43.0,30.0,39.6,33.6,45.5,33.4,54.3,17.6000003814697,44.7999992370606,68.6999969482422,58.8,32.4,9.8,95.8188552856445,53.5,56.60000000000001,1.4,19.0,72.7,83.5,83.7,83.3,27.23990578907045,88.35850991066432,47.9,63.3,89.6,90.6,88.6,3.5,110.3,0.40000000000000036,20.2,18.3,45.0,6.9,37.5,1.63387978142077,0.670875,199.58076018149177,21.15011024475098,2.6071765422821045,0.2660622000694275,0.03327778354287142,19.419019428951497,65.91910418475531,20.41562540815941,13.66527040708527,5.669815630912282,22.91867548362889,44.6339890793582,13.14674436456625,40.24526830863976,1.9739982474358122,20.8902021358654,49.88924269632449,7.924958822513872e-07,45.82022214930267,38.55095858014829,44.75083374067441,20.29386462056182,17.30881214788856,17.30881214788856,8.512426619896361,3615.052,25.734,9.39,6.8,37.8,12.6,10.9,2.3000000000000007,1.0,20.5,30.0,38.73077523611284,8.0,4.0,80.0,69.0,79.0,81.0,58.0,78.0,1.0,5.0,1.0,0.0,9.0,1.0,7.0,7.0,387101.0,3.0,89075.0,47500.0,6.000000000000001,343.0,322468.0,160000.0,92173.99999999988,47700.0,7.0,93.0,60397.0,31400.0,1.0,99.0,17.5522835393736,30.5053089649887,2.22768974,4.82100009918213,2.14774502717387,7.33283997,20.636999130249,7.04056146305177,600.179992675781,17.1977335251635
Cabo Verde,524.8770000000004,163.17599999999948,35.83399999999938,1.54,0.4810000000000001,6.414999999999964,1.5112999999999999,56.5591,68.1167,76.2238,47.941,37.795,10.146,76.7721471004354,3.1278,1.604,-2.304,56.37444486233848,36.009501201943095,11.139345416245398,6.0,12.146335899053398,10.083013445767804,42.049007251069,10.6273012075794,18.7416794574386,18.1324373043214,8.03559606577338,5.12823272558996,1.8571506317501498,13.3463562915816,8.12313797183029,2.2,72.0,52.0,72.2222222222222,19.0,53.0,79.0,70.0,73.2,98.8,85.6,98.4,97.0,23.9,91.1,87.2,2.599999999999909,40.03999999999999,1650.0,99.0,93.0,93.0,94.0,95.0,86.0,93.0,93.0,100.38542155638517,102.92109802032152,96.0,53.4,55.7,77.3,42.14597297577449,59.74539950194887,3.1638537866587306,31.0,2.8,0.5,49.6,22.1,68.3,56.900000000000006,78.2141050411422,99.4,99.0,36.5,31.6,11.0,10.0,0.25,0.13,0.19999999999999996,0.06,2.2699999999999996,1.0700000000000003,1.1099999999999994,1.0299999999999994,7517.5084436997895,17443.853115377624,12260.008544183536,9909.448907537753,80.0,77.0,67.0,35.697502076610824,34.091486558095994,20.74878691196969,10.239868719745767,105.00058301247748,5.301099999999998,0.5,2.3999999999999995,8.3788,41.379896706894186,9.19,13.0,5.51,40.6,91.9,71.1,41.8,98.1,41.5,58.663426551051074,45.48416156087373,13.005421503643603,48.233736089827225,39.47064767951217,61.46253124747655,24.02974489862052,23.623563531840034,87.5,87.4,87.7,23.775375607332734,67.64733611597434,30.910646536726546,29.839814939706745,32.001144635069906,17.278445195398383,51.22563805366273,11.565971839900064,48.308505960521664,8.729875056413697,10.325236924959377,9.803924521521726,14.788723126078605,2.99642957554844,91.03118333648118,88.32068017363832,93.70976041277586,83.12570814451178,98.84194813709948,2.9000000953674316,5.599999904632565,15.300000190734899,97.39505848694237,74.17361793459281,48.313577425649484,58.72394155525598,7.600952928376433,10.399977443868934,1.5,8.399999999999999,96.76293016706194,91.4,102.78907298362552,102.60980200449762,38.32854944590341,78.87159315861558,6.300000000000001,7.399999999999999,89.25146956378444,90.59283249898131,87.80216857514736,7.149910883602056,203.5,23.1,42.3,15.4,48.7,5.7,42.4,2.0974025974026,0.584125,4321.57986427786,19.39556449652487,-2.74114781829012,-1.949323617389247,-0.2974811607338495,55.244824445153654,92.28008926619124,5.760104248406354,1.959806485402411,0.0,46.34718190720098,83.12792161570974,6.802766252170162,6.6503802281623905,3.418931903957713,60.87257577533674,32.03162814017492,7.09579610824585,89.530424314803,0.190371831964395,92.8040347179341,1.1811545894862547,86.19772186969367,86.19772186969367,2.4696323428111118,97.51900000000023,18.579,9.67,12.39,33.15656536424193,14.110464756297784,15.858196624474415,19.5090807118779,27.231707653517656,3.2857675995906863,6.918005356483363,37.34004943652902,20.0,20.0,61.0,71.0,67.0,40.0,60.0,53.0,9.0,14.0,13.0,8.0,13.0,12.0,68.99936361900333,58.650359368954994,16515.0,3.0,77465.33133432374,30955.96878981225,5.227832642200101,-31.649051967927875,20.0,6.0,-360414.4011947084,-210067.52659271186,8.669017444771043,91.33098255522545,-219538.59465652506,-118153.57451405266,-7.853397262790464,107.85339726279044,21.5670295735424,20.3837747826168,4.71387148,6.03800010681152,2.116195757877491,15.75078869,15.1129999160767,0.0,86.55999755859375,3.6281742227784903
